FR::simiane-la-rotonde	Simiane-la-Rotonde		OK	H	
FR::sisteron	Sisteron		OK	H	
FR::soissons	Soissons		OK	H	
FR::solenzara	Solenzara		OK	H	
FR::solesmes	Solesmes		OK	H	
FR::solignac	Solignac		OK	H	
FR::solutre-pouilly	Solutré-Pouilly		OK	H	
FR::sospel	Sospel		OK	H	
FR::souillac	Souillac		OK	H	
FR::soulac-sur-mer	Soulac-sur-Mer		OK	H	
FR::souvigny	Souvigny		OK	H	
FR::steene	Steene		OK	H	
FR::stenay	Stenay		OK	H	
FR::strasbourg	Strasbourg		OK	H	
FR::sully-sur-loire	Sully-sur-Loire		OK	H	
FR::suresnes	Suresnes		OK	H	
FR::talloires	Talloires		OK	H	
FR::talmont-sur-gironde	Talmont-sur-Gironde		OK	H	
FR::tannay	Tannay		OK	H	
FR::tarascon	Tarascon		?	L	Wikidata montre "Tarascon-sur-Ariège", doublon possible avec ligne suivante
FR::tarascon-sur-ariege	Tarascon-sur-Ariège		OK	H	
FR::tarbes	Tarbes		OK	H	
FR::tende	Tende		OK	H	
FR::thann	Thann		OK	H	
FR::thiers	Thiers		OK	H	
FR::thines	Thines		?	L	Wikidata montre "Marco Thines" (personne), data incorrecte
FR::thionville	Thionville		OK	H	
FR::thoirette	Thoirette		OK	H	
FR::thoiry	Thoiry		OK	H	
FR::thones	Thônes		OK	H	
FR::thorenc	Thorenc		?	L	Wikidata montre une sculpture, data incorrecte
FR::thouars	Thouars		OK	H	
FR::thueyts	Thueyts		OK	H	
FR::tonnerre	Tonnerre		OK	H	
FR::toul	Toul		OK	H	
FR::toulon	Toulon		OK	H	
FR::toulouse	Toulouse		OK	H	
FR::tournemire	Tournemire		OK	H	
FR::tournus	Tournus		OK	H	
FR::tourrette-levens	Tourrette-Levens		OK	H	
FR::tourrettes-sur-loup	Tourrettes-sur-Loup		OK	H	
FR::tours	Tours		OK	H	
FR::tourtour	Tourtour		OK	H	
FR::treguier	Tréguier		OK	H	
FR::trevoux	Trévoux		OK	H	
FR::troo	Trôo		OK	H	
FR::troyes	Troyes		OK	H	
FR::tulle	Tulle		OK	H	
FR::turckheim	Turckheim		OK	H	
FR::turenne	Turenne		OK	H	
FR::utah-beach	Utah Beach		?	M	Wikidata montre le musée, pas la plage elle-même
FR::uzerche	Uzerche		OK	H	
FR::uzes	Uzès		OK	H	
FR::vaison-la-romaine	Vaison-la-Romaine		OK	H	
FR::val-d-ajol	Val-d'Ajol		?	M	Wikidata montre l'église, pas la commune
FR::val-disere	Val-d'Isère		OK	H	
FR::valberg	Valberg		OK	H	
FR::valencay	Valençay		OK	H	
FR::valence	Valence		OK	H	
FR::valence-d-agen	Valence-d'Agen		?	M	Wikidata montre la gare, pas la commune
FR::valenciennes	Valenciennes		OK	H	
FR::vallon-pont-d-arc	Vallon-Pont-d'Arc		OK	H	
FR::vannes	Vannes		OK	H	
FR::vassieux-en-vercors	Vassieux-en-Vercors		OK	H	
FR::vaucouleurs	Vaucouleurs		OK	H	
FR::vaudreching	Vaudreching		OK	H	
FR::vaux-en-beaujolais	Vaux-en-Beaujolais		OK	H	
FR::vaux-en-bugey	Vaux-en-Bugey		OK	H	
FR::vaux-le-vicomte	Vaux-le-Vicomte		?	M	C'est un château, pas une commune
FR::vence	Vence		OK	H	
FR::vendome	Vendôme		OK	H	
FR::venelles	Venelles		OK	H	
FR::verdun	Verdun		OK	H	
FR::vernon	Vernon		OK	H	
FR::vers-pont-du-gard	Vers-Pont-du-Gard		OK	H	
FR::versailles	Versailles		OK	H	
FR::verteuil-sur-charente	Verteuil-sur-Charente		OK	H	
FR::vertus	Vertus		OK	H	
FR::vervins	Vervins		OK	H	
FR::verzenay	Verzenay		OK	H	
FR::vesoul	Vesoul		OK	H	
FR::veules-les-roses	Veules-les-Roses		OK	H	
FR::vezelay	Vézelay		OK	H	
FR::vic-sur-cere	Vic-sur-Cère		OK	H	
FR::vic-sur-seille	Vic-sur-Seille		OK	H	
FR::vichy	Vichy		OK	H	
FR::viens	Viens		OK	H	
FR::vieux-boucau-les-bains	Vieux-Boucau-les-Bains		OK	H	
FR::villard-de-lans	Villard-de-Lans		OK	H	
FR::villars	Villars		OK	H	
FR::villars-les-dombes	Villars-les-Dombes		OK	H	
FR::villebois-lavalette	Villebois-Lavalette		OK	H	
FR::villecroze	Villecroze		OK	H	
FR::villedieu-les-poeles	Villedieu-les-Poêles		OK	H	
FR::villefort	Villefort		OK	H	
FR::villefranche-de-conflent	Villefranche-de-Conflent		OK	H	
FR::villefranche-sur-mer	Villefranche-sur-Mer		OK	H	
FR::villefranche-sur-saone	Villefranche-sur-Saône		OK	H	
FR::villejuif	Villejuif		OK	H	
FR::villenauxe-la-grande	Villenauxe-la-Grande		OK	H	
FR::villeneuve-d-ascq	Villeneuve-d'Ascq		OK	H	
FR::villeneuve-les-avignon	Villeneuve-lès-Avignon		OK	H	
FR::villeneuve-sur-lot	Villeneuve-sur-Lot		OK	H	
FR::villers-cotterets	Villers-Cotterêts		OK	H	
FR::villersexel	Villersexel		OK	H	
FR::vimy	Vimy		OK	H	
FR::vincennes	Vincennes		OK	H	
FR::vitre	Vitré		OK	H	
FR::vittel	Vittel		OK	H	
FR::vogue	Vogüé		OK	H	
FR::vouvant	Vouvant		OK	H	
FR::wassy	Wassy		OK	H	
FR::wimereux	Wimereux		OK	H	
FR::wissant	Wissant		OK	H	
FR::wissembourg	Wissembourg		OK	H	
FR::xonrupt-longemer	Xonrupt-Longemer		OK	H	
FR::yenne	Yenne		OK	H	
FR::yvoire	Yvoire		OK	H	
FR::zellenberg	Zellenberg		OK	H	
FR::zonza	Zonza			OK	H
