US::essex	Essex		?	M	multiple US places named Essex
US::estes-park	Estes Park		OK	H	
US::eureka-springs	Eureka Springs		OK	H	
US::everglades	Everglades		OK	H	
US::fairbanks	Fairbanks		OK	H	
US::farmington	Farmington		?	M	multiple US cities named Farmington
US::fayetteville-wv	Fayetteville		OK	H	removed state suffix
US::firenze	Florence		?	L	Firenze is Italian name, likely data error for US city
US::flagstaff	Flagstaff		OK	H	
US::folly-beach	Folly Beach		OK	H	
US::fort-benton	Fort Benton		OK	H	
US::fort-davis	Fort Davis		OK	H	
US::fort-lauderdale	Fort Lauderdale		OK	H	
US::fort-myers	Fort Myers		OK	H	
US::fort-peck-mt	Fort Peck		OK	H	removed state suffix
US::fort-smith	Fort Smith		OK	H	
US::fort-wayne	Fort Wayne		OK	H	
US::fort-worth	Fort Worth		OK	H	
US::four-corners	Four Corners		OK	H	
US::fredericksburg-tx	Fredericksburg		OK	H	removed state suffix
US::fresno	Fresno		OK	H	
US::friday-harbor	Friday Harbor		OK	H	
US::furnace-creek	Furnace Creek		OK	H	
US::gainesville	Gainesville		?	M	multiple US cities named Gainesville
US::galena	Galena		OK	H	
US::galveston	Galveston		OK	H	
US::gardiner	Gardiner		OK	H	
US::gary-indiana	Gary		OK	H	removed state name
US::gatlinburg	Gatlinburg		OK	H	
US::georgetown	Georgetown		?	M	multiple US cities named Georgetown
US::gettysburg	Gettysburg		OK	H	
US::girdwood	Girdwood		OK	H	
US::glendive	Glendive		OK	H	
US::gonzales	Gonzales		OK	H	
US::grand-canyon	Grand Canyon		OK	H	
US::grand-canyon-south-rim	Grand Canyon South Rim		OK	H	
US::grand-island	Grand Island		OK	H	
US::grand-junction	Grand Junction		OK	H	
US::grand-lake	Grand Lake		?	M	multiple US places named Grand Lake
US::grand-marais-mn	Grand Marais		OK	H	removed state suffix
US::great-bend	Great Bend		OK	H	
US::great-falls	Great Falls		OK	H	
US::green-bay	Green Bay		OK	H	
US::green-river	Green River		OK	H	
US::greenville	Greenville		?	M	multiple US cities named Greenville
US::greenville-me	Greenville		?	M	Greenville ME vs MS - need disambiguation
US::greenville-ms	Greenville		?	M	Greenville ME vs MS - need disambiguation
US::greenwich	Greenwich		OK	H	
US::guadalupe-mountains	Guadalupe Mountains		OK	H	
US::gulf-shores	Gulf Shores		OK	H	
US::gustavus	Gustavus		OK	H	
US::guthrie	Guthrie		OK	H	
US::hagerman	Hagerman		OK	H	
US::hanksville	Hanksville		OK	H	
US::hardin	Hardin		?	M	multiple US places named Hardin
US::harpers-ferry	Harpers Ferry		OK	H	
US::hartford	Hartford		OK	H	
US::healdsburg	Healdsburg		OK	H	
US::healy	Healy		OK	H	
US::helen	Helen		OK	H	
US::henderson	Henderson		?	M	multiple US cities named Henderson
US::hendersonville	Hendersonville		OK	H	
US::hilton-head-island	Hilton Head Island		OK	H	
US::hocking-hills-sp	Hocking Hills		OK	H	removed state park designation
US::holbrook	Holbrook		OK	H	
US::homer	Homer		OK	H	
US::honolulu	Honolulu		OK	H	
US::hood-river	Hood River		?	M	Wikidata shows county not city
US::horicon	Horicon		OK	H	
US::hot-springs	Hot Springs		OK	H	
US::houghton-mi	Houghton		OK	H	removed state suffix
US::houma	Houma	US::houma-la	OK	H	doublon avec houma-la
US::houma-la	Houma		OK	H	
US::houston	Houston		OK	H	
US::humboldt	Humboldt		?	M	multiple US places named Humboldt
US::huntsville	Huntsville		OK	H	
US::hutchinson	Hutchinson		?	M	multiple US cities named Hutchinson
US::hyde-park	Hyde Park		?	M	multiple US places named Hyde Park
US::idaho	Idaho		?	L	state not city
US::indiana-dunes	Indiana Dunes		OK	H	
US::indianapolis	Indianapolis		OK	H	
US::international-falls-mn	International Falls		OK	H	removed state suffix
US::iowa	Iowa		?	L	state not city
US::islamorada	Islamorada		OK	H	
US::ithaca	Ithaca		?	M	Wikidata shows Town of Ithaca
US::jackson	Jackson		?	M	Jackson (generic) vs MS vs WY - need disambiguation
US::jackson-ms	Jackson		?	M	Jackson MS vs WY vs generic - need disambiguation
US::jackson-wy	Jackson		?	M	Jackson WY vs MS vs generic - need disambiguation
US::jacksonport	Jacksonport		OK	H	
US::jacksonville	Jacksonville		OK	H	
US::jasper-ar	Jasper		OK	H	removed state suffix
US::jekyll-island	Jekyll Island		OK	H	
US::jim-thorpe	Jim Thorpe		OK	H	
US::joshua-tree	Joshua Tree		OK	H	
US::julian	Julian		OK	H	
US::juneau	Juneau		OK	H	
US::kailua-kona	Kailua-Kona		?	M	Wikidata shows just Kailua
US::kalamazoo	Kalamazoo		OK	H	
US::kanab	Kanab		OK	H	
US::kansas	Kansas		?	L	state not city
US::kayenta	Kayenta		OK	H	
US::ketchum	Ketchum		OK	H	
US::key-largo	Key Largo		OK	H	
US::key-west	Key West		?	M	Wikidata shows just "Key"
US::kiawah-island	Kiawah Island		OK	H	
US::kingman	Kingman		OK	H	
US::knoxville	Knoxville		OK	H	
US::kotzebue	Kotzebue		OK	H	
US::lafayette	Lafayette		?	M	multiple US cities named Lafayette
US::laguna-beach	Laguna Beach		OK	H	
US::lahaina	Lahaina		OK	H	
US::lake-allatoona	Lake Allatoona		OK	H	
US::lake-geneva	Lake Geneva		OK	H	
US::lake-mead	Lake Mead		OK	H	
US::lake-ouachita	Lake Ouachita		OK	H	
US::lake-tahoe	Lake Tahoe		OK	H	
US::lancaster	Lancaster		?	M	multiple US cities named Lancaster
US::lander	Lander	US::lander-wy	OK	H	doublon avec lander-wy
US::lander-wy	Lander		OK	H	
US::landrum	Landrum		OK	H	
US::laramie	Laramie		OK	H	
US::larned	Larned		OK	H	
US::las-vegas	Las Vegas		OK	H	
US::lassen-volcanic	Lassen Volcanic		OK	H	
US::lawrence	Lawrence		?	M	multiple US cities named Lawrence
US::lawton	Lawton		OK	H	
US::leavenworth	Leavenworth		OK	H	
US::lewisburg-wv	Lewisburg		OK	H	removed state suffix
US::lexington	Lexington		?	M	multiple US cities named Lexington
US::liberal	Liberal		OK	H	
US::lincoln	Lincoln		?	M	multiple US cities named Lincoln
US::lindsborg	Lindsborg		OK	H	
US::litchfield-hills	Litchfield Hills		OK	H	
US::little-rock	Little Rock		OK	H	
US::lone-pine	Lone Pine		OK	H	
US::lookout-mountain	Lookout Mountain		OK	H	
US::los-angeles	Los Angeles		OK	H	
US::loudonville-oh	Loudonville		OK	H	removed state suffix
US::louisville	Louisville		OK	H	
US::ludington	Ludington		OK	H	
US::luray-va	Luray		OK	H	removed state suffix
US::mackinac	Mackinac		OK	H	
US::macon	Macon		OK	H	
US::madison	Madison		?	M	multiple US cities named Madison
US::magic-bus-142	Bus 142		?	L	unusual granularity (Into The Wild bus)
US::malibu	Malibu		OK	H	
US::mammoth-lakes	Mammoth Lakes		OK	H	
US::mammoth-spring	Mammoth Spring		OK	H	
US::manhattan	Manhattan		OK	H	
US::marathon	Marathon		?	M	Wikidata shows Marathon County not city
