```tsv
place_id_actuel	nom_corrige	doublon_de	choix	confiance	commentaire
DE::konstanz	Konstanz		OK	H	
DE::kuehlungsborn	Kühlungsborn		OK	H	ajout umlaut
DE::leipzig	Leipzig		OK	H	
DE::lindau	Lindau		OK	H	
DE::lorsch	Lorsch		OK	H	
DE::lueneburg	Lüneburg		OK	H	ajout umlaut
DE::lutherstadt-wittenberg	Lutherstadt Wittenberg		OK	H	
DE::magdebourg	Magdeburg		OK	H	nom allemand
DE::meissen	Meißen		OK	H	ajout ß
DE::monschau	Monschau		OK	H	
DE::moritzburg	Moritzburg		OK	H	
DE::munich	München		OK	H	nom allemand
DE::neuruppin	Neuruppin		OK	H	
DE::nuremberg	Nürnberg		OK	H	nom allemand
DE::oberammergau	Oberammergau		OK	H	
DE::osnabrueck	Osnabrück		OK	H	ajout umlaut
DE::passau	Passau		OK	H	
DE::pillnitz	Pillnitz		OK	H	
DE::pirna	Pirna		OK	H	
DE::plau-am-see	Plau am See		OK	H	minuscule pour am
DE::prien-am-chiemsee	Prien am Chiemsee		OK	H	minuscule pour am
DE::quedlinburg	Quedlinburg		OK	H	
DE::radebeul	Radebeul		OK	H	
DE::ratisbonne	Regensburg		OK	H	nom allemand
DE::riedlhuette	Riedlhütte		OK	H	ajout umlaut
DE::rostock	Rostock		OK	H	
DE::rothenburg-ob-der-tauber	Rothenburg ob der Tauber		OK	H	minuscules pour ob der
DE::rust	Rust		OK	H	
DE::saalfeld	Saalfeld		OK	H	
DE::salzwedel	Salzwedel		OK	H	
DE::sassnitz	Sassnitz		OK	H	
DE::schluchsee	Schluchsee		OK	H	
DE::schoenau-am-koenigssee	Schönau am Königssee		OK	H	ajout umlauts
DE::schoenebeck	Schönebeck		OK	H	ajout umlaut
DE::schotten-vogelsberg	Schotten		?	M	Vogelsbergstraße semble être une rue, besoin validation
DE::schwaebisch-hall	Schwäbisch Hall		OK	H	ajout umlaut
DE::schwerin	Schwerin		OK	H	
DE::schwetzingen	Schwetzingen		OK	H	
DE::seiffen	Seiffen		OK	H	
DE::seitenroda	Seitenroda		OK	H	
DE::soltau	Soltau		OK	H	
DE::sonnenbuehl	Sonnenbühl		OK	H	ajout umlaut
DE::speyer	Speyer		OK	H	
DE::stade	Stade		OK	H	
DE::stendal	Stendal		OK	H	
DE::stolberg	Stolberg		OK	H	
DE::stralsund	Stralsund		OK	H	
DE::tangermuende	Tangermünde		OK	H	ajout umlaut
DE::tegernsee	Tegernsee		OK	H	
DE::thale	Thale		OK	H	
DE::titisee	Titisee		OK	H	
DE::triberg	Triberg im Schwarzwald		OK	H	nom complet
DE::trier	Trier		OK	H	
DE::tubingen	Tübingen		OK	H	ajout umlaut
DE::uhlstadt-kirchhasel	Uhlstädt-Kirchhasel		OK	H	ajout umlaut
DE::weimar	Weimar		OK	H	
DE::wernigerode	Wernigerode		OK	H	
DE::wiesbaden	Wiesbaden		OK	H	
DE::woerlitz	Wörlitz		OK	H	ajout umlaut
DE::wolfsburg	Wolfsburg		OK	H	
DE::wurtzbourg	Würzburg	DE::wurzburg	OK	H	doublon, garder orthographe allemande
DE::wurzburg	Würzburg		OK	H	ajout umlaut
```
